overall_neuron_index,layer,neuron_index_in_layer,weight,abs_weight,useless
117276,19,540,0.056685768,0.056685768,predicts_good
141909,23,597,0.05602684,0.05602684,predicts_good
102852,16,4548,0.055880062,0.055880062,predicts_good
130991,21,1967,-0.055614717,0.055614717,predicts_bad
123277,20,397,0.055452336,0.055452336,predicts_good
135462,22,294,0.05511069,0.05511069,predicts_good
122422,19,5686,-0.055025868,0.055025868,predicts_bad
164242,26,4498,-0.05490065,0.05490065,predicts_bad
109234,17,4786,-0.054607935,0.054607935,predicts_bad
84094,13,4222,0.054103345,0.054103345,predicts_good
101861,16,3557,-0.053820103,0.053820103,predicts_bad
107019,17,2571,0.053759888,0.053759888,predicts_good
83520,13,3648,-0.053025246,0.053025246,predicts_bad
152247,24,4791,0.052922804,0.052922804,predicts_good
160687,26,943,0.052890617,0.052890617,predicts_good
149362,24,1906,0.05234466,0.05234466,predicts_good
89685,14,3669,0.051740166,0.051740166,predicts_good
145602,23,4290,-0.0515877,0.0515877,predicts_bad
127890,20,5010,-0.051339187,0.051339187,predicts_bad
109162,17,4714,-0.05116725,0.05116725,predicts_bad
120255,19,3519,0.051120482,0.051120482,predicts_good
147536,24,80,-0.050696686,0.050696686,predicts_bad
105828,17,1380,0.050493978,0.050493978,predicts_good
140367,22,5199,0.050094366,0.050094366,predicts_good
108725,17,4277,-0.049367316,0.049367316,predicts_bad
129105,21,81,0.049341194,0.049341194,predicts_good
144392,23,3080,0.04922119,0.04922119,predicts_good
129912,21,888,0.04892847,0.04892847,predicts_good
126075,20,3195,-0.048825912,0.048825912,predicts_bad
122357,19,5621,0.048734415,0.048734415,predicts_good
160730,26,986,-0.048135012,0.048135012,predicts_bad
126287,20,3407,-0.048100136,0.048100136,predicts_bad
108466,17,4018,0.0479791,0.0479791,predicts_good
131203,21,2179,-0.047433645,0.047433645,predicts_bad
122945,20,65,-0.047151927,0.047151927,predicts_bad
149900,24,2444,0.04705194,0.04705194,predicts_good
164192,26,4448,-0.046995267,0.046995267,predicts_bad
144501,23,3189,0.046001226,0.046001226,predicts_good
131633,21,2609,0.04587454,0.04587454,predicts_good
101894,16,3590,-0.045809235,0.045809235,predicts_bad
125477,20,2597,-0.04566038,0.04566038,predicts_bad
108811,17,4363,0.04537604,0.04537604,predicts_good
101566,16,3262,-0.04519398,0.04519398,predicts_bad
142763,23,1451,-0.04491256,0.04491256,predicts_bad
121339,19,4603,-0.04473737,0.04473737,predicts_bad
109843,17,5395,-0.04423467,0.04423467,predicts_bad
113662,18,3070,0.044213966,0.044213966,predicts_good
162905,26,3161,0.044163283,0.044163283,predicts_good
167740,27,1852,-0.04406138,0.04406138,predicts_bad
140904,22,5736,-0.04396781,0.04396781,predicts_bad
125306,20,2426,0.043898948,0.043898948,predicts_good
160603,26,859,0.04381975,0.04381975,predicts_good
101990,16,3686,0.04371496,0.04371496,predicts_good
146430,23,5118,0.043531705,0.043531705,predicts_good
151928,24,4472,-0.043524966,0.043524966,predicts_bad
111447,18,855,-0.043367766,0.043367766,predicts_bad
119361,19,2625,0.043300547,0.043300547,predicts_good
147649,24,193,-0.043243278,0.043243278,predicts_bad
145182,23,3870,0.043032408,0.043032408,predicts_good
134651,21,5627,-0.043023635,0.043023635,predicts_bad
125177,20,2297,0.042954568,0.042954568,predicts_good
149884,24,2428,0.042888593,0.042888593,predicts_good
103062,16,4758,0.04244187,0.04244187,predicts_good
148055,24,599,0.042367138,0.042367138,predicts_good
119817,19,3081,-0.04212519,0.04212519,predicts_bad
100463,16,2159,0.04200915,0.04200915,predicts_good
153539,24,6083,-0.041834347,0.041834347,predicts_bad
107980,17,3532,0.041788403,0.041788403,predicts_good
124781,20,1901,0.041778713,0.041778713,predicts_good
117346,19,610,0.041771565,0.041771565,predicts_good
120648,19,3912,-0.04170389,0.04170389,predicts_bad
110323,17,5875,0.041688822,0.041688822,predicts_good
135408,22,240,-0.041681897,0.041681897,predicts_bad
137766,22,2598,0.041435517,0.041435517,predicts_good
119230,19,2494,0.0414247,0.0414247,predicts_good
133870,21,4846,-0.041330203,0.041330203,predicts_bad
127604,20,4724,-0.041315176,0.041315176,predicts_bad
127218,20,4338,-0.04076446,0.04076446,predicts_bad
133407,21,4383,-0.040668,0.040668,predicts_bad
121623,19,4887,0.040665556,0.040665556,predicts_good
157395,25,3795,0.040650822,0.040650822,predicts_good
131424,21,2400,0.040592417,0.040592417,predicts_good
149763,24,2307,-0.040550135,0.040550135,predicts_bad
132043,21,3019,0.040441323,0.040441323,predicts_good
126261,20,3381,-0.040380944,0.040380944,predicts_bad
159935,26,191,0.04026392,0.04026392,predicts_good
119393,19,2657,-0.040052094,0.040052094,predicts_bad
