overall_neuron_index,layer,neuron_index_in_layer,weight,abs_weight,useless
152815,24,5359,0.05947623,0.05947623,predicts_good
132577,21,3553,-0.05931463,0.05931463,predicts_bad
167488,27,1600,-0.059222512,0.059222512,predicts_bad
121615,19,4879,0.058430564,0.058430564,predicts_good
153689,25,89,0.05814499,0.05814499,predicts_good
149856,24,2400,-0.057938673,0.057938673,predicts_bad
117088,19,352,0.057826363,0.057826363,predicts_good
118229,19,1493,0.05751017,0.05751017,predicts_good
159101,25,5501,-0.057369743,0.057369743,predicts_bad
114742,18,4150,0.057343986,0.057343986,predicts_good
148984,24,1528,0.05700422,0.05700422,predicts_good
132693,21,3669,-0.05677354,0.05677354,predicts_bad
162736,26,2992,-0.056499496,0.056499496,predicts_bad
92815,15,655,-0.05631429,0.05631429,predicts_bad
159276,25,5676,-0.056157965,0.056157965,predicts_bad
123746,20,866,-0.055915438,0.055915438,predicts_bad
157932,25,4332,-0.055818576,0.055818576,predicts_bad
127601,20,4721,0.05547643,0.05547643,predicts_good
125096,20,2216,-0.055048358,0.055048358,predicts_bad
156884,25,3284,0.05410601,0.05410601,predicts_good
125845,20,2965,-0.053658675,0.053658675,predicts_bad
128649,20,5769,0.05339206,0.05339206,predicts_good
128327,20,5447,0.052854218,0.052854218,predicts_good
105005,17,557,0.05251048,0.05251048,predicts_good
141544,23,232,-0.05220921,0.05220921,predicts_bad
136174,22,1006,0.051994767,0.051994767,predicts_good
121920,19,5184,0.051911842,0.051911842,predicts_good
170851,27,4963,0.051533934,0.051533934,predicts_good
141842,23,530,-0.051187426,0.051187426,predicts_bad
142464,23,1152,-0.05112384,0.05112384,predicts_bad
154521,25,921,0.05108114,0.05108114,predicts_good
124608,20,1728,-0.050500363,0.050500363,predicts_bad
151225,24,3769,0.049538333,0.049538333,predicts_good
141407,23,95,0.04926098,0.04926098,predicts_good
149265,24,1809,-0.049180612,0.049180612,predicts_bad
140373,22,5205,0.049041536,0.049041536,predicts_good
151655,24,4199,0.04894289,0.04894289,predicts_good
83520,13,3648,-0.04877059,0.04877059,predicts_bad
120688,19,3952,-0.04818248,0.04818248,predicts_bad
171153,27,5265,0.04801736,0.04801736,predicts_good
121932,19,5196,-0.047972444,0.047972444,predicts_bad
132617,21,3593,-0.04778704,0.04778704,predicts_bad
150833,24,3377,0.047072306,0.047072306,predicts_good
159487,25,5887,-0.047060955,0.047060955,predicts_bad
95601,15,3441,-0.046842754,0.046842754,predicts_bad
150020,24,2564,-0.04665135,0.04665135,predicts_bad
171718,27,5830,0.046410777,0.046410777,predicts_good
137950,22,2782,-0.046283722,0.046283722,predicts_bad
162611,26,2867,0.045672137,0.045672137,predicts_good
113745,18,3153,-0.045597218,0.045597218,predicts_bad
115910,18,5318,0.045523718,0.045523718,predicts_good
159604,25,6004,0.04540719,0.04540719,predicts_good
140228,22,5060,0.045196958,0.045196958,predicts_good
145203,23,3891,0.045119062,0.045119062,predicts_good
109910,17,5462,-0.045015816,0.045015816,predicts_bad
110330,17,5882,-0.044998225,0.044998225,predicts_bad
113028,18,2436,0.044699833,0.044699833,predicts_good
159666,25,6066,0.044552792,0.044552792,predicts_good
101398,16,3094,0.044359546,0.044359546,predicts_good
103223,16,4919,-0.044029873,0.044029873,predicts_bad
147543,24,87,0.044000186,0.044000186,predicts_good
114162,18,3570,0.043527704,0.043527704,predicts_good
123849,20,969,0.043303452,0.043303452,predicts_good
142169,23,857,0.04317525,0.04317525,predicts_good
115641,18,5049,0.04309851,0.04309851,predicts_good
123885,20,1005,-0.042839263,0.042839263,predicts_bad
139451,22,4283,0.042781472,0.042781472,predicts_good
132436,21,3412,0.042726077,0.042726077,predicts_good
103688,16,5384,0.042319424,0.042319424,predicts_good
163979,26,4235,-0.04195056,0.04195056,predicts_bad
147367,23,6055,0.04182428,0.04182428,predicts_good
120437,19,3701,-0.04162358,0.04162358,predicts_bad
139549,22,4381,-0.04147832,0.04147832,predicts_bad
149477,24,2021,0.041224316,0.041224316,predicts_good
127861,20,4981,-0.041123535,0.041123535,predicts_bad
85289,13,5417,-0.041016527,0.041016527,predicts_bad
138293,22,3125,-0.040521707,0.040521707,predicts_bad
142078,23,766,-0.040514927,0.040514927,predicts_bad
154569,25,969,-0.04026202,0.04026202,predicts_bad
105221,17,773,0.04021364,0.04021364,predicts_good
134545,21,5521,0.04013506,0.04013506,predicts_good
153949,25,349,0.040023535,0.040023535,predicts_good
106984,17,2536,0.039876588,0.039876588,predicts_good
133166,21,4142,-0.039665073,0.039665073,predicts_bad
146201,23,4889,-0.039649308,0.039649308,predicts_bad
140538,22,5370,0.03946617,0.03946617,predicts_good
145680,23,4368,-0.039360203,0.039360203,predicts_bad
161855,26,2111,0.039356895,0.039356895,predicts_good
119885,19,3149,-0.03930353,0.03930353,predicts_bad
144525,23,3213,-0.039196156,0.039196156,predicts_bad
134555,21,5531,0.039017737,0.039017737,predicts_good
111876,18,1284,0.038877428,0.038877428,predicts_good
98346,16,42,0.038849834,0.038849834,predicts_good
115918,18,5326,-0.038758412,0.038758412,predicts_bad
118655,19,1919,-0.038430177,0.038430177,predicts_bad
156572,25,2972,0.03776618,0.03776618,predicts_good
98975,16,671,-0.037432864,0.037432864,predicts_bad
113638,18,3046,0.037409153,0.037409153,predicts_good
114837,18,4245,-0.037347704,0.037347704,predicts_bad
151523,24,4067,0.037281446,0.037281446,predicts_good
171248,27,5360,-0.03717375,0.03717375,predicts_bad
130805,21,1781,-0.037109077,0.037109077,predicts_bad
147696,24,240,-0.037087478,0.037087478,predicts_bad
107834,17,3386,-0.03693789,0.03693789,predicts_bad
110041,17,5593,0.03666012,0.03666012,predicts_good
114851,18,4259,0.036535617,0.036535617,predicts_good
164710,26,4966,-0.03650348,0.03650348,predicts_bad
101728,16,3424,-0.03628078,0.03628078,predicts_bad
106592,17,2144,-0.036249354,0.036249354,predicts_bad
138229,22,3061,0.035922285,0.035922285,predicts_good
147666,24,210,-0.03578882,0.03578882,predicts_bad
168130,27,2242,-0.035684235,0.035684235,predicts_bad
125373,20,2493,0.035562962,0.035562962,predicts_good
106777,17,2329,0.03537423,0.03537423,predicts_good
123104,20,224,-0.03518672,0.03518672,predicts_bad
84102,13,4230,0.035094194,0.035094194,predicts_good
120943,19,4207,-0.03498286,0.03498286,predicts_bad
111023,18,431,0.03488907,0.03488907,predicts_good
143684,23,2372,-0.03462941,0.03462941,predicts_bad
150944,24,3488,0.0346158,0.0346158,predicts_good
112862,18,2270,0.034238864,0.034238864,predicts_good
114209,18,3617,-0.034205876,0.034205876,predicts_bad
128070,20,5190,0.03090179,0.03090179,predicts_good
159779,26,35,-0.03074094,0.03074094,predicts_bad
132030,21,3006,0.030696943,0.030696943,predicts_good
151801,24,4345,0.030628085,0.030628085,predicts_good
112048,18,1456,0.030506264,0.030506264,predicts_good
132869,21,3845,0.030414058,0.030414058,predicts_good
156622,25,3022,-0.030269148,0.030269148,predicts_bad
